MOVIES,year_start,is_series,rating,runtime,runtime_is_missing,votes,votes_log,votes_is_missing,num_stars,director_freq,director_is_known,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film_noir,genre_game_show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality_tv,genre_romance,genre_sci_fi,genre_short,genre_sport,genre_talk_show,genre_thriller,genre_unknown,genre_war,genre_western
Return to Sender,2015,0,5.1,92.0,0,12670.0,9.447071196798909,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Degrassi: Next Class,2016,1,6.9,30.0,0,2876.0,7.964503363551548,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hoops,2020,0,6.0,25.0,0,4896.0,8.496378051702317,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sangsogjadeul,2013,0,7.5,55.0,0,8525.0,9.050875597325156,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O Vendedor de Sonhos,2016,0,5.8,98.0,0,1191.0,7.083387847625295,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Forest,2015,0,5.8,101.0,0,19853.0,9.896160777149667,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Somebody Feed Phil,2018,1,8.3,60.0,0,3936.0,8.278174290943738,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smurfs: The Lost Village,2017,0,6.0,90.0,0,19549.0,9.880730565413511,0,4,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheelman,2017,0,6.4,82.0,0,18749.0,9.838949031398556,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lethal Seduction,2015,0,5.1,80.0,0,824.0,6.715383386334681,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Other Side of the Wind,2018,0,6.8,122.0,0,6717.0,8.812545770172237,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Indian Detective,2017,0,6.5,44.0,0,2906.0,7.9748769005588755,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El ministerio del tiempo,2015,1,8.2,70.0,0,4623.0,8.439015410352214,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's Gotta Have It,2017,1,6.8,30.0,0,4322.0,8.371704884667631,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girlboss,2017,0,7.0,26.0,0,16285.0,9.698061122027077,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kon-Tiki,2012,0,7.2,118.0,0,47166.0,10.761449774510156,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Gen,2018,0,6.6,106.0,0,15524.0,9.65020690680168,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moesha,1996,1,5.8,30.0,0,3430.0,8.14060704285845,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsolved,2018,1,7.9,60.0,0,7032.0,8.858368636308018,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De nærmeste,2015,0,5.6,106.0,0,1192.0,7.084226422097916,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arifureta Shokugyou de Sekai Saikyou,2019,1,7.0,23.0,0,1613.0,7.3864708488298945,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Shadow,2016,0,6.9,84.0,0,25632.0,10.151635862839903,0,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satsuriku no Tenshi,2018,0,6.4,24.0,0,1411.0,7.252762418053187,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Man for All Seasons,1966,0,7.7,120.0,0,32729.0,10.396047367495227,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabillera,2021,1,8.8,60.0,0,1161.0,7.057897937411856,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Révolution,2020,0,6.5,60.0,1,4901.0,8.497398564088058,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper: Assassin's End,2020,0,5.4,95.0,0,1649.0,7.408530566894626,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Grand Designs,1999,1,8.5,50.0,0,2855.0,7.957177323459475,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hope Gap,2019,0,6.7,100.0,0,4085.0,8.315321775377567,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Million Dollar Arm,2014,0,7.0,124.0,0,44546.0,10.704300090564171,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Run On,2020,1,7.6,70.0,0,1638.0,7.40184157874383,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Dawn Wall,2017,0,8.1,100.0,0,16824.0,9.730621154512928,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tabula Rasa,2017,0,8.0,60.0,0,9128.0,9.119211438565081,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Evil Genius: The True Story of America's Most Diabolical Bank Heist,2018,0,7.5,160.5,0,25186.0,10.134083267375377,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Strangelove,2018,0,6.3,99.0,0,15972.0,9.678655075789957,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Down to Earth with Zac Efron,2020,1,8.1,60.0,1,5754.0,8.657824321155983,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Rational Life,2021,1,8.2,45.0,0,192.0,5.262690188904886,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winchester '73,1950,0,7.6,92.0,0,18670.0,9.834726796965336,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Big Game,2014,0,5.4,90.0,0,31914.0,10.370831397690157,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bookshop,2017,0,6.5,113.0,0,13939.0,9.542517684314515,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoe,2018,0,6.1,104.0,0,8146.0,9.005405040310642,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Clinical,2017,0,5.1,104.0,0,7392.0,8.9082888855571,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
D-Tox,2002,0,5.3,96.0,0,25639.0,10.151908911034607,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Our Souls at Night,2017,0,6.9,103.0,0,12344.0,9.42100640177928,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Toys That Made Us,2017,1,8.1,46.0,0,5161.0,8.54907938027856,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down a Dark Hall,2018,0,5.1,96.0,0,12631.0,9.443988555935478,0,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zheng tu,2020,0,6.1,110.0,0,3578.0,8.182838710766026,0,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarence,2013,1,6.6,23.0,0,7736.0,8.953769294549454,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fyre,2019,0,7.2,97.0,0,39575.0,10.585978152907545,0,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El bar,2017,0,6.3,102.0,0,24421.0,10.103239644392968,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Black Earth Rising,2018,0,7.5,60.0,0,4361.0,8.380685946761574,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Self Made: Inspired by the Life of Madam C.J. Walker,2020,0,7.3,160.5,0,10219.0,9.232101863757695,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stree,2018,0,7.6,128.0,0,30544.0,10.326956285083867,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death to 2020,2020,0,6.8,70.0,0,34649.0,10.453053004618049,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Word of Honor,2021,1,9.1,45.0,0,2166.0,7.681099001536359,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romaenseuneun Byulchaekboorok,2019,0,8.1,62.0,0,3704.0,8.217438537730187,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Green Eggs and Ham,2019,1,8.2,26.0,0,2030.0,7.616283561580385,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A United Kingdom,2016,0,6.9,111.0,0,15365.0,9.63991255542758,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Crimes,2017,0,5.8,95.0,0,7416.0,8.911529941736559,0,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PJ Masks,2015,1,5.5,24.0,0,1024.0,6.932447891572509,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas in the Wild,2019,0,6.1,85.0,0,13005.0,9.473166068429098,0,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pokémon Journeys,2019,1,6.2,60.0,1,177.0,5.181783550292085,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curon,2020,0,5.8,60.0,1,3586.0,8.185071477532283,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naissance des pieuvres,2007,0,6.7,85.0,0,10813.0,9.28859686994195,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Falsa Identidad,2018,1,7.2,60.0,1,262.0,5.572154032177765,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Princess Switch: Switched Again,2020,0,5.4,96.0,0,8340.0,9.028938392241612,0,4,3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jue di tao wang,2016,0,5.7,107.0,0,19872.0,9.897117305528285,0,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hurricane Heist,2018,0,5.1,103.0,0,19776.0,9.892274925322026,0,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight 7500,2014,0,4.8,80.0,0,15349.0,9.638870753015343,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elisa y Marcela,2019,0,6.6,118.0,0,3984.0,8.290292591224315,0,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sanyangeui sigan,2020,0,6.3,134.0,0,4458.0,8.402679804627477,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men Behaving Badly,1992,1,7.7,45.0,0,7550.0,8.929435283803425,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balle perdue,2020,0,6.2,92.0,0,8228.0,9.015419779605713,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ji hun,2021,0,6.6,130.0,0,1926.0,7.563719668414366,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Yangguang puzhao,2019,0,7.6,156.0,0,6542.0,8.78615105486974,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xin shen bang: Ne Zha chong sheng,2021,0,6.9,118.0,0,2212.0,7.70210434005105,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bom Dia, Verônica",2020,1,7.6,49.0,0,2893.0,7.970394907191429,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crime Scene: The Vanishing at the Cecil Hotel,2021,0,5.9,160.5,0,15072.0,9.62066034281053,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Night Before,2015,0,6.4,101.0,0,68503.0,11.134647416706027,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
En affære,2018,0,5.5,92.0,0,1682.0,7.428333194190806,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Get Even,2020,1,6.5,28.0,0,1904.0,7.552237287560802,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fi,2017,1,7.8,60.0,0,9721.0,9.1821466376054,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coffee & Kareem,2020,0,5.1,88.0,0,12524.0,9.435481925953065,0,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World of the Married,2020,1,8.1,80.0,0,1863.0,7.530479995245536,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Looking Glass,2018,0,4.6,103.0,0,6155.0,8.72518249495877,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Debt Collector,2018,0,5.8,95.0,0,6619.0,8.797850648931053,0,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laggies,2014,0,6.4,99.0,0,42740.0,10.662913925885341,0,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kôkaku kidôtai: Stand Alone Complex,2002,1,8.5,24.0,0,18383.0,9.819236000088537,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Double,2011,0,5.9,98.0,0,29333.0,10.2865025318067,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo Burnham: what.,2013,0,8.4,60.0,0,9995.0,9.209940291954844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightworld,2017,0,4.4,92.0,0,2155.0,7.6760099320288875,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I Am the Pretty Thing That Lives in the House,2016,0,4.6,89.0,0,13685.0,9.524128691512443,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tower of God,2020,1,7.8,23.0,0,4059.0,8.308938252595778,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Money,2018,1,8.1,60.0,0,8359.0,9.031213706078747,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love/Hate,2010,1,8.5,51.0,0,6346.0,8.75573753930647,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pieles,2017,0,6.2,77.0,0,5206.0,8.557759153162898,0,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malang - Unleash the Madness,2020,0,6.5,135.0,0,9236.0,9.13097243659261,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seulgirowun Gamppangsaenghwal,2017,1,8.4,90.0,0,2163.0,7.679713639966372,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolly Parton's Heartstrings,2019,1,7.6,62.0,0,1920.0,7.560601162768557,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kagittan Hayatlar,2021,0,6.7,96.0,0,10210.0,9.231220849555537,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Felt: The Man Who Brought Down the White House,2017,0,6.4,103.0,0,12491.0,9.43284371840297,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forces spéciales,2011,0,6.4,109.0,0,18275.0,9.813344002683163,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Death Warrant,1990,0,5.7,89.0,0,17926.0,9.79406323525484,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eden,2021,1,6.6,25.0,0,821.0,6.71174039505618,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond a Reasonable Doubt,2009,0,5.9,106.0,0,12570.0,9.43914785291483,0,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1983,2018,0,6.8,60.0,0,3882.0,8.264363329731667,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ergo Proxy,2006,0,8.0,25.0,0,13098.0,9.48029117039765,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flemish Bandits,2018,1,6.8,45.0,0,2114.0,7.656810091480378,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La belva,2020,0,5.2,97.0,0,3858.0,8.258163361537619,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dogs,2017,0,6.3,94.0,0,2065.0,7.633369649679584,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Real Housewives of Atlanta,2008,1,4.4,44.0,0,3413.0,8.135639903354386,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alhambeura Goongjeonui Chooeok,2018,1,7.8,60.0,0,4367.0,8.38206051742474,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Breaking Boundaries: The Science of Our Planet,2021,0,7.8,73.0,0,1462.0,7.288244401020124,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenox Hill,2020,0,8.7,60.0,1,2044.0,7.623153068476902,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6 Years,2015,0,5.6,79.0,0,12049.0,9.396819938918801,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
#BlackAF,2020,0,6.8,36.0,0,4200.0,8.343077871169383,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulbbul,2020,0,6.6,94.0,0,10484.0,9.25770094333602,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slugterra,2012,1,6.5,22.0,0,1209.0,7.098375638590786,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Warrior's Way,2010,0,6.3,100.0,0,25758.0,10.156539359589003,0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Power Rangers Ninja Steel,2017,1,5.9,21.0,0,758.0,6.63200177739563,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goo-hae-jwo,2017,1,8.1,60.0,0,1046.0,6.953684210870537,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,1999,0,8.6,118.0,0,13766.0,9.530029703062944,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conversations with a Killer: The Ted Bundy Tapes,2019,0,7.8,160.5,0,25740.0,10.155840330434325,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharknado 4: The 4th Awakens,2016,0,3.9,95.0,0,7719.0,8.951569643018821,0,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar: Una lucha admirable,2019,0,7.5,52.0,0,668.0,6.505784060128229,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creeped Out,2017,1,6.6,30.0,0,1562.0,7.354362330421477,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Machine,2013,0,6.1,91.0,0,30553.0,10.327250888925668,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frequency,2016,1,7.5,42.0,0,13090.0,9.479680250180099,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taineun Jiokida,2019,0,7.9,60.0,0,2423.0,7.793174347189205,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unicorn Store,2017,0,5.5,92.0,0,18304.0,9.814929525554337,0,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazzaro felice,2018,0,7.5,128.0,0,16536.0,9.713355573650196,0,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hwayugi,2017,1,8.1,75.0,0,3664.0,8.206583614320753,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Debt Collector 2,2020,0,5.8,97.0,0,3581.0,8.183676582620658,0,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trigun,1998,0,8.3,24.0,0,20026.0,9.904836642105424,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsoon,2019,0,6.0,85.0,0,1621.0,7.3914152346753585,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
